respondent_id,age_group,gender,race,education,income,policy_support
564,18-29,Male,White,Some College/Associates,>150k,0
565,30-44,Male,White,High School or Less,60-100k,1
566,45-64,Male,Hispanic,High School or Less,60-100k,0
567,30-44,Male,White,Bachelor,>150k,0
568,30-44,Male,White,Some College/Associates,>150k,1
569,65+,Female,White,High School or Less,30-60k,1
570,30-44,Female,Hispanic,Some College/Associates,30-60k,0
571,45-64,Male,White,Some College/Associates,30-60k,0
572,45-64,Female,Black,High School or Less,30-60k,1
573,30-44,Male,White,High School or Less,30-60k,0
574,45-64,Male,Hispanic,Graduate,30-60k,1
575,65+,Male,Hispanic,High School or Less,100-150k,1
576,65+,Female,White,Bachelor,<30k,0
577,18-29,Female,White,Graduate,60-100k,1
578,65+,Female,White,High School or Less,<30k,1
579,30-44,Male,Other,High School or Less,30-60k,1
580,30-44,Female,Black,Some College/Associates,<30k,0
581,30-44,Male,Asian,Graduate,30-60k,0
582,65+,Female,White,Graduate,100-150k,1
583,30-44,Female,Hispanic,Bachelor,>150k,1
584,30-44,Male,Hispanic,High School or Less,30-60k,1
585,45-64,Female,Black,Bachelor,60-100k,1
586,30-44,Female,Other,Some College/Associates,60-100k,1
587,18-29,Male,White,Some College/Associates,100-150k,0
588,18-29,Female,White,High School or Less,100-150k,0
589,18-29,Male,Black,High School or Less,60-100k,0
590,18-29,Female,Black,Bachelor,60-100k,1
591,18-29,Female,White,Some College/Associates,100-150k,0
592,45-64,Female,White,High School or Less,<30k,1
593,18-29,Female,White,High School or Less,30-60k,0
594,30-44,Female,White,Bachelor,>150k,1
595,65+,Male,White,Bachelor,100-150k,1
596,30-44,Female,Black,High School or Less,60-100k,1
597,45-64,Male,Hispanic,High School or Less,60-100k,1
598,18-29,Female,White,High School or Less,30-60k,0
599,18-29,Male,White,Graduate,60-100k,0
600,18-29,Male,White,Some College/Associates,60-100k,0
601,18-29,Female,White,Some College/Associates,30-60k,0
602,30-44,Male,Hispanic,Some College/Associates,100-150k,0
603,18-29,Female,Hispanic,High School or Less,100-150k,1
604,18-29,Male,White,Bachelor,<30k,1
605,18-29,Male,Hispanic,Some College/Associates,60-100k,1
606,30-44,Female,Hispanic,High School or Less,30-60k,1
607,18-29,Male,Hispanic,High School or Less,60-100k,1
608,30-44,Male,White,Some College/Associates,30-60k,1
609,45-64,Female,Asian,Graduate,60-100k,1
610,45-64,Male,White,High School or Less,100-150k,1
611,18-29,Female,White,Bachelor,30-60k,0
612,45-64,Male,White,Bachelor,>150k,1
613,45-64,Male,White,High School or Less,>150k,0
614,18-29,Female,White,High School or Less,<30k,0
615,65+,Male,White,High School or Less,30-60k,0
616,65+,Male,White,Bachelor,>150k,1
617,18-29,Male,Hispanic,High School or Less,>150k,1
618,30-44,Male,Hispanic,High School or Less,<30k,1
619,65+,Female,White,Some College/Associates,<30k,1
620,45-64,Male,Hispanic,Bachelor,<30k,1
621,18-29,Female,Hispanic,High School or Less,>150k,0
622,18-29,Female,Hispanic,Some College/Associates,<30k,0
623,30-44,Male,White,Some College/Associates,60-100k,0
624,30-44,Female,Black,Some College/Associates,100-150k,1
625,45-64,Male,Asian,Bachelor,<30k,1
626,30-44,Female,Black,High School or Less,60-100k,0
627,30-44,Male,White,Bachelor,30-60k,1
628,45-64,Female,White,Bachelor,100-150k,0
629,18-29,Female,Black,Some College/Associates,30-60k,0
630,30-44,Male,White,Bachelor,60-100k,1
631,45-64,Female,White,Some College/Associates,60-100k,1
632,65+,Female,White,High School or Less,30-60k,0
633,45-64,Male,Hispanic,Bachelor,<30k,1
634,45-64,Male,Hispanic,Some College/Associates,30-60k,1
635,18-29,Female,White,Some College/Associates,30-60k,1
636,30-44,Female,Asian,High School or Less,100-150k,1
637,45-64,Female,White,Graduate,100-150k,1
638,30-44,Female,Black,Some College/Associates,60-100k,0
639,30-44,Female,Hispanic,High School or Less,60-100k,1
640,30-44,Female,Hispanic,Some College/Associates,60-100k,0
641,18-29,Male,Asian,Bachelor,100-150k,0
642,30-44,Male,White,Bachelor,30-60k,0
643,18-29,Female,Hispanic,Some College/Associates,30-60k,0
644,30-44,Female,White,Graduate,30-60k,1
645,18-29,Male,Black,High School or Less,60-100k,1
646,65+,Male,Hispanic,Some College/Associates,30-60k,1
647,45-64,Female,Black,Graduate,30-60k,1
648,45-64,Female,White,Graduate,<30k,0
649,45-64,Male,Hispanic,Bachelor,100-150k,0
650,30-44,Male,White,Bachelor,30-60k,0
651,18-29,Male,White,High School or Less,<30k,0
652,45-64,Male,Black,Bachelor,30-60k,1
653,45-64,Male,White,High School or Less,30-60k,1
654,45-64,Male,Hispanic,High School or Less,60-100k,0
655,30-44,Female,White,High School or Less,30-60k,0
656,18-29,Male,White,Some College/Associates,30-60k,0
657,30-44,Female,Hispanic,High School or Less,60-100k,0
658,30-44,Female,White,High School or Less,30-60k,0
659,45-64,Male,White,High School or Less,<30k,0
660,45-64,Female,Black,High School or Less,>150k,0
661,30-44,Male,White,Some College/Associates,30-60k,1
662,65+,Female,Black,Some College/Associates,30-60k,0
663,45-64,Male,White,High School or Less,<30k,0
664,30-44,Female,Hispanic,Bachelor,60-100k,1
665,18-29,Female,Hispanic,Graduate,60-100k,1
666,18-29,Male,Black,Bachelor,60-100k,0
667,30-44,Male,White,High School or Less,100-150k,1
668,18-29,Female,Hispanic,Bachelor,<30k,1
669,18-29,Female,Black,High School or Less,30-60k,1
670,30-44,Male,Black,High School or Less,100-150k,0
671,18-29,Female,White,High School or Less,>150k,0
672,65+,Male,Hispanic,Bachelor,<30k,1
673,18-29,Female,Black,High School or Less,60-100k,1
674,45-64,Male,White,High School or Less,30-60k,0
675,30-44,Female,White,High School or Less,<30k,0
676,65+,Male,Hispanic,Bachelor,30-60k,0
677,18-29,Male,White,Some College/Associates,<30k,0
678,30-44,Male,Other,High School or Less,100-150k,1
679,65+,Male,Black,Some College/Associates,60-100k,1
680,65+,Female,Black,Some College/Associates,<30k,0
681,65+,Male,White,Bachelor,<30k,1
682,30-44,Female,White,High School or Less,100-150k,1
683,18-29,Male,Asian,Bachelor,<30k,1
684,45-64,Male,White,High School or Less,60-100k,0
685,65+,Male,Hispanic,Bachelor,30-60k,0
686,45-64,Male,White,High School or Less,60-100k,1
687,45-64,Male,White,High School or Less,30-60k,0
688,30-44,Male,White,High School or Less,<30k,0
689,45-64,Female,White,Some College/Associates,30-60k,1
690,18-29,Male,Other,High School or Less,<30k,0
691,30-44,Female,White,Bachelor,30-60k,0
692,30-44,Female,White,High School or Less,60-100k,0
693,45-64,Male,White,Bachelor,30-60k,1
694,30-44,Male,White,Bachelor,<30k,1
695,18-29,Female,White,Some College/Associates,60-100k,1
696,45-64,Female,Hispanic,Bachelor,60-100k,0
697,30-44,Female,White,Bachelor,>150k,0
698,45-64,Male,White,High School or Less,60-100k,0
699,18-29,Female,White,Bachelor,60-100k,1
700,30-44,Female,Other,High School or Less,60-100k,1
701,45-64,Female,White,Some College/Associates,>150k,1
702,18-29,Female,White,Bachelor,100-150k,1
703,30-44,Male,Black,High School or Less,30-60k,0
704,18-29,Male,White,High School or Less,30-60k,0
705,18-29,Female,White,Some College/Associates,30-60k,1
706,65+,Female,White,Bachelor,60-100k,1
707,30-44,Male,Hispanic,Graduate,100-150k,1
708,65+,Male,White,Some College/Associates,60-100k,1
709,30-44,Male,Hispanic,Bachelor,<30k,1
710,45-64,Male,Black,Graduate,100-150k,1
711,45-64,Female,White,High School or Less,100-150k,1
712,45-64,Female,White,High School or Less,30-60k,1
713,30-44,Male,White,Bachelor,60-100k,0
714,30-44,Male,Hispanic,Bachelor,30-60k,1
715,30-44,Male,White,Bachelor,>150k,0
716,65+,Male,White,Some College/Associates,100-150k,0
717,65+,Female,White,High School or Less,60-100k,0
718,65+,Female,Other,Some College/Associates,60-100k,0
719,18-29,Female,White,High School or Less,>150k,1
720,45-64,Male,Asian,High School or Less,60-100k,0
721,65+,Female,White,Bachelor,30-60k,0
722,18-29,Female,White,High School or Less,100-150k,0
723,18-29,Female,White,Bachelor,30-60k,1
724,45-64,Male,White,Some College/Associates,30-60k,1
725,45-64,Male,White,Some College/Associates,100-150k,1
726,65+,Male,White,High School or Less,100-150k,0
727,18-29,Male,Asian,High School or Less,30-60k,0
728,45-64,Male,Hispanic,High School or Less,30-60k,1
729,18-29,Male,Hispanic,Graduate,30-60k,1
730,18-29,Female,White,Bachelor,30-60k,0
731,18-29,Female,White,Some College/Associates,<30k,0
732,65+,Male,White,High School or Less,100-150k,0
733,45-64,Male,Black,Graduate,30-60k,0
734,45-64,Female,Asian,High School or Less,60-100k,1
735,30-44,Female,White,High School or Less,30-60k,0
736,65+,Female,White,Some College/Associates,>150k,1
737,30-44,Other,White,Graduate,30-60k,1
738,65+,Female,White,High School or Less,<30k,0
739,30-44,Female,White,High School or Less,<30k,0
740,30-44,Male,Black,Graduate,60-100k,1
741,30-44,Male,Black,High School or Less,60-100k,1
742,30-44,Male,White,High School or Less,30-60k,1
743,45-64,Male,White,Some College/Associates,30-60k,0
744,45-64,Male,Other,Bachelor,<30k,1
745,30-44,Female,White,Some College/Associates,60-100k,0
746,65+,Female,White,Graduate,60-100k,1
747,30-44,Female,White,Bachelor,<30k,1
748,45-64,Male,White,High School or Less,<30k,1
749,65+,Female,White,Graduate,<30k,0
750,45-64,Female,Hispanic,Some College/Associates,<30k,0
751,18-29,Male,White,High School or Less,60-100k,0
752,65+,Female,White,Some College/Associates,<30k,1
753,45-64,Male,Black,High School or Less,30-60k,1
754,30-44,Male,White,High School or Less,<30k,1
755,18-29,Female,Hispanic,High School or Less,>150k,1
756,45-64,Male,Hispanic,Some College/Associates,100-150k,0
757,45-64,Male,White,Bachelor,30-60k,0
758,45-64,Female,Hispanic,Some College/Associates,30-60k,1
759,65+,Female,White,Graduate,30-60k,1
760,45-64,Male,Other,High School or Less,60-100k,0
761,18-29,Male,White,High School or Less,<30k,0
762,30-44,Male,Other,High School or Less,60-100k,0
763,30-44,Female,Hispanic,High School or Less,60-100k,1
764,45-64,Male,White,High School or Less,>150k,1
765,18-29,Male,White,Bachelor,<30k,1
766,45-64,Female,Other,Graduate,100-150k,1
767,45-64,Female,Hispanic,Graduate,100-150k,1
768,65+,Male,White,High School or Less,<30k,1
769,30-44,Female,Black,Graduate,30-60k,1
770,65+,Female,White,High School or Less,<30k,0
771,18-29,Male,White,High School or Less,30-60k,0
772,65+,Male,White,Bachelor,30-60k,0
773,18-29,Female,White,Some College/Associates,60-100k,0
774,30-44,Male,Hispanic,High School or Less,30-60k,1
775,45-64,Female,White,Some College/Associates,>150k,1
776,18-29,Male,Hispanic,High School or Less,<30k,0
777,30-44,Male,White,Bachelor,>150k,0
778,45-64,Male,White,Some College/Associates,30-60k,1
779,45-64,Male,White,Graduate,100-150k,1
780,45-64,Male,White,High School or Less,30-60k,1
781,45-64,Male,White,High School or Less,<30k,0
782,45-64,Female,White,Some College/Associates,100-150k,0
783,30-44,Other,White,Some College/Associates,30-60k,1
784,30-44,Female,White,High School or Less,60-100k,1
785,18-29,Female,White,Bachelor,60-100k,1
786,65+,Male,White,Bachelor,60-100k,0
787,45-64,Female,Hispanic,Graduate,60-100k,1
788,30-44,Male,Hispanic,Bachelor,100-150k,0
789,30-44,Female,White,Bachelor,<30k,0
790,65+,Other,White,Some College/Associates,60-100k,1
791,18-29,Female,White,Bachelor,>150k,1
792,45-64,Other,Asian,High School or Less,<30k,1
793,45-64,Female,White,High School or Less,<30k,0
794,45-64,Male,White,High School or Less,100-150k,1
795,18-29,Male,White,Some College/Associates,30-60k,1
796,65+,Female,White,High School or Less,30-60k,0
797,65+,Male,White,Graduate,<30k,0
798,45-64,Female,Hispanic,High School or Less,60-100k,1
799,45-64,Other,White,High School or Less,<30k,0
800,65+,Male,Black,Some College/Associates,60-100k,1
801,45-64,Female,White,High School or Less,100-150k,1
802,18-29,Female,White,High School or Less,30-60k,0
803,45-64,Female,Hispanic,High School or Less,60-100k,0
804,45-64,Female,White,Some College/Associates,>150k,1
805,30-44,Female,Hispanic,Some College/Associates,60-100k,0
806,45-64,Female,White,Bachelor,100-150k,1
807,65+,Female,White,Bachelor,30-60k,1
808,65+,Male,Asian,Some College/Associates,100-150k,0
809,30-44,Male,White,High School or Less,<30k,1
810,18-29,Female,Hispanic,High School or Less,<30k,0
811,65+,Male,White,Bachelor,30-60k,0
812,65+,Female,Hispanic,High School or Less,30-60k,1
813,18-29,Female,White,High School or Less,100-150k,1
814,65+,Male,White,Bachelor,30-60k,1
815,65+,Female,Hispanic,Some College/Associates,60-100k,1
816,45-64,Female,Asian,High School or Less,100-150k,1
817,45-64,Female,Hispanic,High School or Less,60-100k,1
818,30-44,Male,Hispanic,Graduate,30-60k,0
819,18-29,Male,Hispanic,Bachelor,60-100k,1
820,30-44,Male,White,Bachelor,30-60k,0
821,65+,Female,White,Some College/Associates,<30k,0
822,18-29,Male,White,Some College/Associates,>150k,0
823,30-44,Female,White,Graduate,<30k,0
824,30-44,Male,White,Graduate,<30k,1
825,45-64,Male,White,High School or Less,100-150k,1
826,65+,Female,White,Bachelor,30-60k,0
827,30-44,Female,Black,High School or Less,60-100k,1
828,30-44,Male,White,High School or Less,30-60k,0
829,45-64,Male,White,Bachelor,30-60k,0
830,30-44,Male,White,Some College/Associates,30-60k,0
831,30-44,Female,Hispanic,Graduate,30-60k,0
832,30-44,Female,Hispanic,High School or Less,30-60k,0
833,18-29,Male,Black,Some College/Associates,100-150k,1
834,18-29,Male,White,Graduate,60-100k,1
835,30-44,Male,White,Graduate,>150k,0
836,30-44,Female,White,High School or Less,<30k,0
837,65+,Other,White,High School or Less,60-100k,1
838,30-44,Male,White,Some College/Associates,60-100k,1
839,45-64,Female,White,High School or Less,>150k,0
840,45-64,Male,White,Graduate,<30k,1
841,18-29,Male,Asian,Graduate,60-100k,0
842,45-64,Female,Asian,High School or Less,100-150k,1
843,18-29,Female,White,High School or Less,30-60k,1
844,65+,Female,White,High School or Less,100-150k,1
845,18-29,Female,White,Graduate,<30k,1
846,30-44,Male,White,High School or Less,100-150k,0
847,18-29,Female,Asian,Some College/Associates,>150k,1
848,65+,Male,White,Some College/Associates,60-100k,1
849,45-64,Female,Hispanic,Some College/Associates,30-60k,0
850,45-64,Male,White,High School or Less,<30k,0
851,18-29,Female,Other,High School or Less,>150k,1
852,45-64,Male,White,Graduate,60-100k,1
853,18-29,Male,Hispanic,Graduate,<30k,0
854,65+,Female,White,Bachelor,60-100k,0
855,18-29,Male,Black,High School or Less,60-100k,1
856,18-29,Female,White,High School or Less,<30k,0
857,18-29,Male,White,Some College/Associates,30-60k,1
858,30-44,Male,Asian,High School or Less,<30k,0
859,45-64,Male,Asian,Graduate,60-100k,1
860,18-29,Male,Hispanic,Some College/Associates,60-100k,0
861,45-64,Female,Black,High School or Less,60-100k,1
862,30-44,Male,Hispanic,Graduate,100-150k,0
863,45-64,Female,White,Graduate,100-150k,1
864,30-44,Female,White,High School or Less,60-100k,1
865,30-44,Male,White,Some College/Associates,<30k,1
866,45-64,Female,Black,High School or Less,60-100k,1
867,18-29,Female,White,High School or Less,30-60k,0
868,18-29,Female,White,High School or Less,60-100k,0
869,65+,Male,White,Some College/Associates,60-100k,1
870,65+,Male,Hispanic,Graduate,30-60k,0
871,30-44,Female,White,Some College/Associates,>150k,0
872,30-44,Female,White,High School or Less,<30k,0
873,45-64,Female,White,Some College/Associates,60-100k,0
874,30-44,Male,White,High School or Less,<30k,1
875,18-29,Female,White,Bachelor,>150k,0
876,18-29,Male,Black,Some College/Associates,<30k,0
877,45-64,Female,Black,High School or Less,<30k,0
878,45-64,Male,Black,High School or Less,30-60k,0
879,18-29,Female,White,Bachelor,30-60k,1
880,30-44,Male,Hispanic,High School or Less,30-60k,0
881,30-44,Male,White,Bachelor,60-100k,1
882,45-64,Female,White,High School or Less,30-60k,1
883,18-29,Male,Hispanic,High School or Less,<30k,1
884,18-29,Male,White,Some College/Associates,30-60k,0
885,45-64,Male,White,Graduate,100-150k,1
886,18-29,Female,Hispanic,Graduate,60-100k,1
887,45-64,Female,White,High School or Less,100-150k,1
888,30-44,Male,Black,High School or Less,60-100k,0
889,18-29,Female,White,High School or Less,30-60k,1
890,30-44,Female,Black,Some College/Associates,<30k,0
891,45-64,Male,White,Some College/Associates,30-60k,0
892,65+,Female,White,Graduate,100-150k,1
893,65+,Female,Black,Graduate,>150k,1
894,30-44,Female,White,High School or Less,60-100k,0
895,45-64,Male,White,Some College/Associates,<30k,0
896,18-29,Female,White,Graduate,<30k,0
897,30-44,Female,White,Bachelor,30-60k,1
898,65+,Male,White,High School or Less,60-100k,0
899,18-29,Male,White,High School or Less,<30k,0
900,18-29,Male,Asian,Some College/Associates,>150k,1
901,18-29,Male,White,High School or Less,30-60k,0
902,18-29,Female,White,High School or Less,>150k,1
903,18-29,Male,White,High School or Less,100-150k,0
904,45-64,Male,White,Some College/Associates,100-150k,0
905,30-44,Female,Asian,High School or Less,60-100k,0
906,65+,Male,White,High School or Less,60-100k,1
907,65+,Female,Other,High School or Less,60-100k,1
908,30-44,Male,White,Bachelor,60-100k,0
909,30-44,Male,Hispanic,Bachelor,60-100k,1
910,30-44,Male,White,Some College/Associates,>150k,1
911,45-64,Male,Hispanic,Some College/Associates,100-150k,0
912,30-44,Male,White,Graduate,100-150k,1
913,45-64,Female,White,High School or Less,100-150k,0
914,30-44,Female,White,High School or Less,30-60k,1
915,45-64,Male,White,High School or Less,<30k,0
916,30-44,Female,Asian,High School or Less,60-100k,0
917,30-44,Female,White,High School or Less,60-100k,0
918,65+,Female,White,Graduate,100-150k,1
919,45-64,Male,Hispanic,Some College/Associates,30-60k,0
920,18-29,Male,White,Some College/Associates,60-100k,0
921,65+,Male,Asian,Graduate,60-100k,1
922,30-44,Female,Hispanic,High School or Less,<30k,1
923,65+,Female,White,High School or Less,60-100k,1
924,45-64,Male,Hispanic,Some College/Associates,100-150k,0
925,30-44,Male,White,Some College/Associates,<30k,1
926,18-29,Female,White,High School or Less,60-100k,1
927,30-44,Female,White,Some College/Associates,60-100k,0
928,45-64,Other,White,Some College/Associates,<30k,1
929,45-64,Female,Hispanic,Bachelor,<30k,1
930,30-44,Male,Asian,Some College/Associates,>150k,0
931,18-29,Female,White,High School or Less,30-60k,0
932,65+,Female,White,High School or Less,30-60k,0
933,65+,Male,Other,Some College/Associates,<30k,0
934,45-64,Female,White,High School or Less,60-100k,1
935,18-29,Female,White,Graduate,60-100k,0
936,30-44,Male,White,Some College/Associates,60-100k,1
937,18-29,Female,Hispanic,High School or Less,<30k,0
938,65+,Female,White,Bachelor,>150k,0
939,18-29,Female,Hispanic,Some College/Associates,30-60k,1
940,45-64,Male,Hispanic,High School or Less,30-60k,0
941,30-44,Male,White,Bachelor,60-100k,1
942,45-64,Female,White,Bachelor,30-60k,1
943,45-64,Male,Hispanic,Bachelor,100-150k,0
944,65+,Female,White,High School or Less,>150k,1
945,18-29,Female,Hispanic,Some College/Associates,30-60k,1
946,18-29,Male,Asian,Bachelor,100-150k,1
947,18-29,Female,Black,High School or Less,100-150k,0
948,65+,Female,Hispanic,High School or Less,>150k,1
949,65+,Male,Hispanic,Graduate,30-60k,0
950,45-64,Female,Hispanic,High School or Less,60-100k,1
951,45-64,Female,White,Bachelor,30-60k,1
952,45-64,Female,White,Some College/Associates,100-150k,0
953,18-29,Female,White,Some College/Associates,<30k,1
954,65+,Male,Black,High School or Less,60-100k,0
955,30-44,Female,White,Bachelor,30-60k,1
956,30-44,Female,Hispanic,High School or Less,30-60k,1
957,45-64,Female,White,Some College/Associates,60-100k,1
958,18-29,Female,Black,Bachelor,100-150k,0
959,18-29,Male,White,Bachelor,60-100k,0
960,45-64,Female,Hispanic,Graduate,100-150k,0
961,18-29,Male,White,Some College/Associates,30-60k,1
962,45-64,Male,White,High School or Less,60-100k,0
963,30-44,Male,White,Graduate,60-100k,0
964,30-44,Female,Hispanic,Some College/Associates,<30k,0
965,30-44,Female,White,High School or Less,60-100k,0
966,30-44,Female,White,High School or Less,60-100k,0
967,45-64,Female,Other,Bachelor,60-100k,1
968,30-44,Female,Black,High School or Less,100-150k,1
969,45-64,Female,Asian,Bachelor,60-100k,1
970,30-44,Female,White,Some College/Associates,<30k,0
971,45-64,Male,White,High School or Less,<30k,1
972,65+,Male,Hispanic,Some College/Associates,60-100k,1
973,45-64,Female,White,High School or Less,30-60k,0
974,18-29,Female,Black,Some College/Associates,<30k,1
975,18-29,Male,White,Some College/Associates,30-60k,1
976,30-44,Male,White,Some College/Associates,60-100k,0
977,45-64,Female,White,Bachelor,30-60k,1
978,18-29,Male,White,Bachelor,100-150k,0
979,30-44,Female,White,Bachelor,60-100k,0
980,45-64,Female,White,High School or Less,30-60k,1
981,30-44,Male,Other,High School or Less,100-150k,0
982,45-64,Male,White,Some College/Associates,60-100k,1
983,18-29,Female,Black,Graduate,60-100k,0
984,18-29,Female,Hispanic,Bachelor,60-100k,1
985,45-64,Female,White,Bachelor,<30k,1
986,30-44,Female,White,High School or Less,60-100k,1
987,45-64,Male,Black,Some College/Associates,30-60k,1
988,30-44,Female,Black,Some College/Associates,>150k,1
989,30-44,Female,Hispanic,High School or Less,100-150k,1
990,65+,Female,Hispanic,High School or Less,60-100k,0
991,45-64,Male,Other,Graduate,30-60k,0
992,45-64,Female,White,High School or Less,30-60k,1
993,30-44,Female,White,High School or Less,30-60k,0
994,45-64,Male,Black,High School or Less,60-100k,0
995,30-44,Male,White,Graduate,30-60k,1
996,18-29,Female,Hispanic,Some College/Associates,60-100k,0
997,65+,Male,White,Bachelor,<30k,1
998,18-29,Male,White,Graduate,>150k,0
999,65+,Male,Hispanic,High School or Less,<30k,0
1000,30-44,Female,White,Some College/Associates,>150k,1
1001,18-29,Female,White,High School or Less,>150k,0
1002,45-64,Female,White,High School or Less,60-100k,1
1003,65+,Male,Hispanic,Bachelor,100-150k,1
1004,45-64,Female,White,Bachelor,30-60k,1
1005,65+,Female,Hispanic,High School or Less,60-100k,0
1006,45-64,Female,White,High School or Less,30-60k,1
1007,45-64,Female,Hispanic,Some College/Associates,30-60k,0
1008,65+,Male,Hispanic,High School or Less,60-100k,1
1009,30-44,Female,White,High School or Less,60-100k,1
1010,30-44,Male,White,High School or Less,60-100k,0
1011,30-44,Female,White,High School or Less,30-60k,1
1012,65+,Male,Black,Bachelor,30-60k,1
1013,65+,Male,White,High School or Less,<30k,1
1014,18-29,Male,Black,High School or Less,<30k,1
1015,45-64,Female,White,Some College/Associates,30-60k,0
1016,65+,Male,White,Bachelor,<30k,0
1017,18-29,Female,White,High School or Less,<30k,0
1018,45-64,Male,White,High School or Less,100-150k,0
1019,65+,Male,White,High School or Less,<30k,1
1020,18-29,Female,Hispanic,Bachelor,60-100k,1
1021,45-64,Male,Black,Some College/Associates,30-60k,0
1022,30-44,Male,White,Bachelor,100-150k,0
1023,65+,Female,Asian,Graduate,60-100k,1
1024,65+,Male,Black,Bachelor,30-60k,1
1025,65+,Male,Asian,Some College/Associates,60-100k,0
1026,30-44,Male,White,Some College/Associates,30-60k,0
1027,65+,Female,White,High School or Less,60-100k,0
1028,65+,Female,White,Graduate,<30k,0
1029,30-44,Female,Black,High School or Less,>150k,1
1030,65+,Female,White,High School or Less,30-60k,0
1031,18-29,Male,White,Bachelor,30-60k,0
1032,45-64,Male,White,High School or Less,100-150k,0
1033,30-44,Female,White,Some College/Associates,30-60k,1
1034,18-29,Male,Black,Some College/Associates,100-150k,1
1035,18-29,Male,White,Some College/Associates,60-100k,1
1036,45-64,Male,White,Bachelor,100-150k,0
1037,30-44,Male,Black,High School or Less,<30k,1
1038,45-64,Other,Other,Some College/Associates,100-150k,1
1039,18-29,Male,Black,Some College/Associates,100-150k,0
1040,30-44,Female,Asian,Bachelor,30-60k,1
1041,45-64,Male,Hispanic,Bachelor,<30k,1
1042,45-64,Female,White,High School or Less,30-60k,1
1043,30-44,Male,White,Some College/Associates,>150k,1
1044,45-64,Male,Black,High School or Less,30-60k,1
1045,65+,Female,Black,Graduate,60-100k,0
1046,45-64,Female,Black,High School or Less,<30k,0
1047,30-44,Male,White,Bachelor,30-60k,0
1048,18-29,Male,White,High School or Less,60-100k,0
1049,65+,Male,White,High School or Less,>150k,0
1050,18-29,Male,White,Some College/Associates,60-100k,1
1051,65+,Male,White,Bachelor,100-150k,1
1052,45-64,Female,Hispanic,Some College/Associates,60-100k,0
1053,65+,Male,White,Graduate,<30k,1
1054,45-64,Male,White,Some College/Associates,30-60k,1
1055,65+,Female,White,Some College/Associates,60-100k,1
1056,30-44,Female,Black,High School or Less,>150k,1
1057,45-64,Female,White,Bachelor,100-150k,1
1058,30-44,Male,White,High School or Less,30-60k,1
1059,30-44,Male,White,Graduate,30-60k,1
1060,45-64,Female,White,Graduate,30-60k,0
1061,65+,Male,Asian,Graduate,>150k,1
1062,65+,Male,Asian,Some College/Associates,100-150k,1
1063,45-64,Female,White,Bachelor,100-150k,1
1064,30-44,Female,White,Bachelor,30-60k,0
1065,30-44,Female,Hispanic,High School or Less,60-100k,1
1066,45-64,Male,White,Some College/Associates,60-100k,1
1067,30-44,Male,White,High School or Less,30-60k,0
1068,18-29,Female,White,Some College/Associates,60-100k,0
1069,30-44,Male,Asian,High School or Less,<30k,1
1070,30-44,Female,White,High School or Less,<30k,0
1071,30-44,Female,White,High School or Less,>150k,1
1072,30-44,Female,Hispanic,Some College/Associates,100-150k,1
1073,18-29,Male,White,Some College/Associates,30-60k,0
1074,18-29,Male,White,High School or Less,60-100k,1
1075,65+,Female,Other,Some College/Associates,30-60k,0
1076,30-44,Female,White,High School or Less,100-150k,0
1077,30-44,Female,Black,Some College/Associates,100-150k,1
1078,45-64,Male,White,Some College/Associates,100-150k,1
1079,18-29,Male,White,Some College/Associates,100-150k,0
1080,65+,Female,White,Bachelor,30-60k,1
1081,45-64,Female,White,High School or Less,30-60k,0
1082,18-29,Female,White,Bachelor,60-100k,0
1083,30-44,Male,Hispanic,Some College/Associates,30-60k,1
1084,65+,Female,White,Some College/Associates,100-150k,1
1085,65+,Female,White,Some College/Associates,30-60k,1
1086,30-44,Female,White,High School or Less,<30k,0
1087,45-64,Male,Hispanic,Bachelor,30-60k,0
1088,18-29,Male,White,Some College/Associates,>150k,0
1089,65+,Female,White,High School or Less,30-60k,0
1090,30-44,Male,White,High School or Less,60-100k,0
1091,65+,Male,White,High School or Less,30-60k,0
1092,45-64,Female,White,Graduate,<30k,0
1093,45-64,Male,Hispanic,Bachelor,60-100k,1
1094,45-64,Female,White,High School or Less,100-150k,0
1095,30-44,Male,White,High School or Less,60-100k,0
1096,18-29,Female,White,Some College/Associates,100-150k,0
1097,30-44,Female,Hispanic,Bachelor,30-60k,0
1098,18-29,Male,White,High School or Less,<30k,0
1099,45-64,Male,White,High School or Less,>150k,0
1100,30-44,Male,White,Graduate,30-60k,0
1101,18-29,Male,White,High School or Less,60-100k,0
1102,65+,Female,White,High School or Less,100-150k,0
1103,65+,Female,White,Graduate,30-60k,1
1104,65+,Male,White,Some College/Associates,100-150k,1
1105,65+,Male,White,High School or Less,<30k,1
1106,18-29,Male,White,High School or Less,30-60k,0
1107,30-44,Female,White,High School or Less,<30k,0
1108,45-64,Male,White,High School or Less,100-150k,0
1109,45-64,Female,Hispanic,Graduate,30-60k,1
1110,18-29,Female,Other,Some College/Associates,100-150k,1
1111,65+,Female,Other,Bachelor,>150k,1
1112,30-44,Male,Hispanic,Graduate,60-100k,1
1113,30-44,Female,Black,Some College/Associates,60-100k,0
1114,45-64,Male,Black,High School or Less,60-100k,1
1115,45-64,Male,White,Some College/Associates,30-60k,0
1116,45-64,Female,Black,Graduate,60-100k,1
1117,18-29,Female,White,Bachelor,60-100k,0
1118,65+,Male,White,High School or Less,>150k,0
